balcony,bathroom_number,bedroom_number,construction_year,describtion,energy_certificate,garage,heater,internetspeed_maximum,living_space,object_condition,power_consumption,property_type,room_number,total_price
,," 3 , 3 ",1966,"Die angebotene 3-Zimmer Wohnung befindet sich in Planegg südwestlich von München und wurde im Jahr 2019 von Grund auf aufwendig saniert und qualitativ hochwertig ausgestattet. 

Die Wohnung besticht durch Ihren großzügig geschnittenen Grundriss und den großen umlaufenden nach Südwesten ausgerichteten Balkon.

Das Objekt befindet sich im 3. Stock eines gepflegten Mehrfamilienhauses.

Sie betreten die Wohnung über den Flur und gelangen in eine großzügige Diele. Von hier aus sind sämtliche Räumlichkeiten der Wohnung begehbar. 

Linkerhand der Diele befindet sich das geräumige Badezimmer mit Badewanne. Im Uhrzeigersinn fortlaufend gelangen Sie in eines der beiden Schlafzimmer sowie in den großen Wohn-/Essbereich mit offener moderner Einbauküche.
Rechterhand der Diele befindet sich ein weiteres Schlafzimmer sowie ein zweites Badezimmer mit begehbarer Dusche.

Der große umlaufende Süd-West-Balkon grenzt sowohl an den Wohn-/Essbereich, als auch an die beiden Schlafzimmer an. Demnach ist der Balkon von allen drei Zimmern direkt begehbar und bietet somit optimale Nutzungsmöglichkeiten für alle Bewohner.

Des Weiteren verfügt die Wohnung über eine praktische Abstellkammer.

Aufgrund der vielen bodentiefen Fenster ist die Wohnung insgesamt sehr hell und wirkt dadurch sehr offen und freundlich.

Es handelt sich um einen Erstbezug nach Komplettrenovierung. Die Wohnung ist ab sofort bezugsfrei!

Weitere Informationen erhalten Sie gerne auf Anfrage!", liegt vor , 2 ,, 100 MBit/s , 101 m² ,, Bedarfsausweis , Etagenwohnung , sofort , 
,," 2 , 2 ",1972,"Gemütlich, nicht zu groß, kuschelig – das sind die Worte, mit denen diese Wohnung sich am besten beschreiben lässt.

Lachende Kinder, freundliche Nachbarn, Grillabende mit Freunden in lauen Sommernächten: In dieser Wohnung müssen Sie auf nichts von alldem verzichten. Sie leben auf ca. 81 m² mit zwei Balkonen im vierten Stock. Sie haben drei schöne Zimmer, die sich geschickt verteilen. Bequem: Zwei Lifte bringen Sie direkt zur Wohnung.

Die Ausstattung ist ansprechend und solide, ohne Schnickschnack, ohne Überraschungen. Die Wohnung hat einen offenen Wohn-/Essbereich, hell, mit Zugang zum Süd-Balkon. Nebenan befindet sich die moderne, rote Einbauküche. Sie ist klassisch ausgestattet mit Cerankochfeld, Backofen, Dunstabzugshaube, Spülmaschine, runder Edelstahlspüle mit Handbrause und großzügigen Arbeitsflächen. Die großen Einbauschränke bieten viel Platz  viel Stauraum. Außerdem haben Sie hier Zugang zum zweiten Balkon (Ostausrichtung).

Die zwei weiteren Zimmer, ca. 17 m² und ca. 12 m² , sind hell und schnörkellos und eignen sich als Schlafzimmer, Kinderzimmer oder auch für liebe Gäste. Eines, mit Zugang zum Ost-Balkon, könnte sicherlich auch Ihr privates Refugium sein  - zum ruhigen Arbeiten oder Entspannen. 

Das Badezimmer: Klein aber fein. Es ist mit einer Dusche mit Glasabtrennung und einem Waschbecken mit Unterschrank ausgestattet. Außerdem: Ein Lüfter zieht nach dem Duschen die Feuchtigkeit aus dem Raum. Ein separates WC mit Waschbecken befindet sich direkt nebenan. Ihre Waschmaschine sowie der Trockner finden ihren Platz im kleinen Flur, bequem in einer Nische versteckt. 

Das Wohn- sowie die Schlafzimmer sind mit dunklem Holzlaminat ausgestattet. Die Küche, Esszimmer, Flur sowie das Badezimmer und das WC sind jeweils hell gefliest - ebenso die beiden Balkone.

Ihr Wagen? Steht bequem in der Tiefgarage auf Ihrem privaten, abgeschlossenen Stellplatz. Bequem: Der Lift bringt Sie von der Tiefgarage zu Ihrer Wohnungstür. Die Fahrräder haben Platz in einem abgeschlossenen Fahrradraum, direkt neben dem Hauseingang. Stauraum für Sachen wie den Weihnachtsschmuck finden Sie im abschließbaren Kellerabteil. Einen Trockenraum für Ihre Wäsche gibt es ebenfalls. 

Der absolute Höhepunkt des Hauses: Auf der Dachterrasse befindet sich einen beheizter Außenpool sowie eine Sauna, mit einem separaten Schlüssel können Sie hier private Wellnessstunden erleben. Genügend Platz ist hier natürlich auch für Ihren Liegestuhl um ein Sonnenbad zu nehmen oder den fantastischen Rundumblick, bis zu den Alpen, zu genießen.

UNSER FAZIT
Die Wohnung ist sicherlich die richtige Herzensentscheidung, wenn Sie ein Zuhause suchen, das mit seiner Lage in einer grünen Umgebung, vielen Freizeitideen und nicht weit entfernten Schulen Ihrem Nachwuchs eine liebevolle Kindheit schenken wird. 

Sie möchten mehr über diese Wohnung erfahren? Gerne senden wir Ihnen unser ausführliches Exposé und vereinbaren einen privaten Kennenlerntermin zu einer Besichtigung.", Zentralheizung , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s ," 81,03 m² ",, Fernwärme , 4 von 13 , 3 , 
,," 2 , 2 ",1961,"Die stilvolle Wohnung befindet sich im 2. Stock einer sehr gepflegten Wohnanlage in Oberschleißheim. Die Immobilie ist in einem erstklassigem Zustand. 
Sie betreten die Wohnung durch einen Flur, welcher Platz für eine kleine Garderobe bietet. Zur Linken gelangen Sie in das lichtdurchflutete, großräumige Wohn- und Esszimmer, welches direkt auf den Balkon in Süd-West Ausrichtung führt. Geradlinig befindet sich die voll ausgestattete, moderne Einbauküche mit Venylboden, welcher im Jahr 2018 erneuert worden ist. Zur Rechten befindet sich das helle Schlafzimmer, welches ebenfalls als Büro geeignet ist. Gegenüber gelangen Sie in das Badezimmer mit modernen Fliesen, welches ebenfalls im Jahr 2018 saniert worden ist. 
Zur Immobilie gehört ein eigenes Kellerabteil. Im Untergeschoss befindet sich ein Wasch- und Trockenraum sowie ein Fahrradraum zur gemeinschaftlichen Nutzung.

Das Apartment ist derzeit bewohnt und kann nach Vereinbarung gekauft und bezogen werden!", liegt vor , 1 ,, 100 MBit/s ," 50,38 m² ",, Verbrauchsausweis , Etagenwohnung , nach Vereinbarung , 
,," 3 , 3 ",1971,"Die wunderschöne, helle 3-Zimmer-Wohnung befindet sich im 1. Obergeschoss in einer kleinen gepflegten Wohnanlage, mit 12 Wohneinheiten über 3 Geschosse verteilt mit 2 Hauseingängen. Das Wohnobjekt befindet sich in ruhiger Lage.", Zentralheizung , 1 ,, 100 MBit/s , 78 m² ,, Öl , Etagenwohnung , ab sofort , 
,," 2 , 2 ",1974,"Wir bieten Ihnen hier eine solide vermietete und gut gepflegte 3 Zimmer Wohnung in zentraler Lage von Unterschleißheim. Das Objekt liegt im Erdgeschoss-Hochparterre eines im Jahre 1974 erbauten Mehrfamilienhauses.
Die Fenster des Hauses wurden bereits in moderne Kunststoff-Fenster getauscht und die Fassade wird derzeit neu gestaltet, somit wird der Bau demnächst im Glanze eines Neubaus Erstrahlen. In der Wohnung selbst, wurde vor kurzem ein neuer, moderner Laminatboden verlegt.

Nun kommen Sie herein und fühlen Sie sich wie Zuhause. Die Wohnung betreten Sie über die großzügige Diele, die eine praktische Garderoben-Nische aufweist. Der nächste Durchgang bringt Sie in den Vorraum, von hier aus gelangen Sie in den Abstellraum und in das Badezimmer. Das Bad ist mit Wanne, WC, Waschbecken und dem Waschmaschinenanschluss ausgestattet. Einen Raum weiter stehen Sie im großen Schlafzimmer. Ein großes Bett und ein großer Kleiderschrank finden hier leicht ihren Platz. Nebenan ist gleich das helle Kinderzimmer. Die Diele schließt an die offene Küche an und schafft somit Platz für Ihren Essbereich. Durch die Küchen-Dielen-Kombi erweitert sich die Wohnung um einen großen und gemütlichen Raum, der hervorragend für behagliche Abende genutzt werden kann. Der letzte Raum ist das sehr großzügig geschnittene Wohnzimmer. Der große Raum bietet Platz für Ihre Wohnecke und eine Arbeitsecke. Wenn Sie die zwei Bereiche optisch von einander trennen, schaffen Sie noch einen weiteren Raum! Die nach Süd-Westen ausgerichtete Loggia erreichen Sie über das Wohnzimmer, an schönen Abenden lädt der Bereich zum Verweilen ein.

Zu dem Objekt gehört ein Einzelstellplatz in der Tiefgarage (KP 25.000,00 €). Auch ist im Keller ein Abteil dieser Wohnung zugehörig. Die verbaute Küche ist Eigentum des Mieters. Aktuell erwirtschaftet die Wohnung eine Kaltmiete von 1.100,00 € im Monat. Die Kosten der Modernisierungsmaßnahmen sind bereits durch die Wohnungs-Eigentümer-Gemeinschaft beglichen worden!", Zentralheizung , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s , 89 m² ,, Öl , Hochparterre ," 3,5 ", 
,," 2 , 2 ",,"Die angebotene Wohnung liegt im 1. Obergeschoss eines gepflegten Wohn- und Geschäftshauses im Ortszentrum von Pullach. Über die geräumige und einladende Eingangsdiele werden das Gäste-WC, das Schlafzimmer, eine Abstellkammer und der Wohn-/Essbereich erschlossen. Dieser ist mit ca. 30 qm sehr geräumig und bietet den Zutritt zur Süd- /  Westterrasse und einen schönen Blick ins Grüne. Hier angrenzend befindet sich die Küche mit weißer, Einbauküche und elektrischen Geräten. Das weiße Tageslichtbad mit Badewanne ist direkt vom Schlafzimmer aus zugänglich. Weiterhin gehören zu der Wohnung ein Kellerabteil, ein Duplex-Stellplatz und ein eigener Südgarten. Eine Waschküche sowie ein Fahrradabstellraum stehen den Bewohnern des Hauses zur Verfügung.",, 2 ,,, 75 m² ,,, Terrassenwohnung , 5 m² , 
,," 1 , 1 ",,"Der helle Wohnbereich, mit einem über die ganze Zimmerbreite verlaufenden Balkon, lässt ein angenehmes Wohngefühl aufkommen. Das Apartment ist vermietet, mit einer mtl. Kaltmiete von derzeit  510 Euro. Die Mieterhöhung auf mtl. 585 Euro  Kaltmiete greift ab Januar 2020. 
Die optimale Kapitalanlage.
Ein Kellerabteil ist vorhanden.


",,,,," 29,22 m² ",,, Etagenwohnung , 1 , 
,," 2 , 2 ",,"Die helle und gemütliche 2-Zimmer-Dachgeschosswohnung liegt im 2. und zugleich obersten Stockwerk eines gepflegten Wohn- und Geschäftshauses. 

Beim Betreten der Wohnung werden Sie von einem freundlichen und hellen Eingangsbereich empfangen, der  sowohl Platz für die Garderobe als auch ausreichend Raum für einen Arbeitsplatz bietet.

Die Dachschrägen sorgen in der Wohnung für ein gemütliches Ambiente. Gleichzeitig bietet die Wohnung ausreichend Stellfläche für Schränke und Regale. 

Den großen, überdachten OST-Balkon können Sie sowohl über das Wohn- als auch über das Schlafzimmer betreten.

In die Küche mit einem Oberlicht gelangen Sie über das geräumige Wohnzimmer. Die Einbauküche ist im Kaufpreis enthalten.

Das hell geflieste Duschbad (innenliegend) aus dem Baujahr ist mit einem Waschmaschinenanschluss ausgestattet. 

In den Dachschrägen finden Sie praktische Abstellbereiche mit viel Stauraum.

Die Wohnung ist seit 2011 vermietet, die  monatliche Kaltmiete beträgt aktuell € 845,00 (inkl. Stellplatz). 

Zur Wohnung gehört ein Kellerabteil. Ein Tiefgaragenstellplatz kann zum Preis von € 20.000 erworben werden.

In der Wohnanlage stehen Fahrradabstellplätze sowie Wasch- und Trockenräume zu gemeinschaftlichen Nutzung zur Verfügung.",, 1 ,,, 63 m² ,,, Dachgeschoss , vermietet , 
,," 1 , 1 ",,"In den 60er-Jahren als Vorzeigeobjekt gebaut und vor kurzem umfangreich saniert, eröffnet ""Die NEUE Parksiedlung"" in Oberschleißheim beste Perspektiven für renditebewusste Anleger und Selbstnutzer - vom kleinen Appartement für Singles, Pendler und Studenten bis zum Penthouse für Paare und Familien.
 
Auszug aus den Sanierungsmaßnahmen im Gemeinschaftseigentum in 2015 / 2016:
• Energetische Sanierung und Gestaltung der Fassaden und des Bodenaufbaus der Balkone Dachflächen- und Attikasanierung
• Sanierung Treppenhäuser und Flure
• Überarbeitung und Neugestaltung der Hauseingangsbereiche
• Brandschutztechnische Maßnahmen Treppenräume / Flure der Wohngebäude
• Brandschutztechnische Maßnahmen Tiefgarage
• Überarbeitung Wärmeverteilnetz, Dämmung der Leitungen, Austausch der Ventile
• Erneuerung Fernwärmestationen
• Entlüftung innenliegender Bäder und WC’s
• Abwasserinstallationen, Warmwasserbereiter, Anlagenteile Wasserinstallation
• Rauchabzugsanlagen in Treppenhäusern erstellt
• Baugruppen Elektro erneuert: Zähleranlagen, Klingelanlagen, Verkabelung Allgemeinflächen, Wohnungszuleitungen
• Überarbeitung bzw. Erneuerung der Aufzugsbremsen, Antriebssteuerung und Kabinen
• Sanierung der Grundleitung für Schmutzwasser vom Hausanschluss bis zum Kanalanschluss in der Straße
• Verlegung der Schmutzwassersammelleitungen an die Unterseite der Decke UG",,,,," 51,3 m² ",,, Etagenwohnung , 2 , 
,," 1 , 1 ",,"In den 60er-Jahren als Vorzeigeobjekt gebaut und vor kurzem umfangreich saniert, eröffnet ""Die NEUE Parksiedlung"" in Oberschleißheim beste Perspektiven für renditebewusste Anleger und Selbstnutzer - vom kleinen Appartement für Singles, Pendler und Studenten bis zum Penthouse für Paare und Familien.
 
Auszug aus den Sanierungsmaßnahmen im Gemeinschaftseigentum in 2015 / 2016:
• Energetische Sanierung und Gestaltung der Fassaden und des Bodenaufbaus der Balkone Dachflächen- und Attikasanierung
• Sanierung Treppenhäuser und Flure
• Überarbeitung und Neugestaltung der Hauseingangsbereiche
• Brandschutztechnische Maßnahmen Treppenräume / Flure der Wohngebäude
• Brandschutztechnische Maßnahmen Tiefgarage
• Überarbeitung Wärmeverteilnetz, Dämmung der Leitungen, Austausch der Ventile
• Erneuerung Fernwärmestationen
• Entlüftung innenliegender Bäder und WC’s
• Abwasserinstallationen, Warmwasserbereiter, Anlagenteile Wasserinstallation
• Rauchabzugsanlagen in Treppenhäusern erstellt
• Baugruppen Elektro erneuert: Zähleranlagen, Klingelanlagen, Verkabelung Allgemeinflächen, Wohnungszuleitungen
• Überarbeitung bzw. Erneuerung der Aufzugsbremsen, Antriebssteuerung und Kabinen
• Sanierung der Grundleitung für Schmutzwasser vom Hausanschluss bis zum Kanalanschluss in der Straße
• Verlegung der Schmutzwassersammelleitungen an die Unterseite der Decke UG",,,,," 63,43 m² ",,, Etagenwohnung ," 2,5 ", 
,," 2 , 2 ",2013,"Sehr geehrte Immobilieninteressentin,
sehr geehrter Immobilieninteressent,

die Wohnung, von der wir hier sprechen, liegt auf der Stumpfwiese, mitten in Unterhaching, in der Walter-Paetzmann-Straße 30. Sie gefällt uns selbst außerordentlich, und wir freuen uns schon, Sie Ihnen zeigen zu dürfen. 
Ob renditestarke Kapitalanlage oder Vorsorge fürs Alter, hier finden Sie echte Wohlfühlräume mit viel Charme und Gemütlichkeit. Diese attraktive, altersgerechte Wohnung mit einer Wohnfläche von ca. 57,99 m², besticht mit ihrer gelungenen Wohnkomposition. Überaus sympathisch und einladend, so empfängt Sie Ihre neue und gut konzipierte Immobilie schon beim ersten Anblick. Dieses Schmuckstück liegt im ersten Obergeschoss eines dreistöckigen Hauses mit nur ca. 11 Wohneinheiten. Ein behindertengerechter Personenaufzug ist vorhanden. Lassen Sie sich verwöhnen von dem durchdachten Grundriss mit einer geräumigen Diele, einem Tageslichtbad, einem Wohnzimmer, einer offenen Küche mit Fenster und dem Schlafzimmer. Vom Wohnzimmer aus erreichen Sie den westlich ausgerichteten, großen Balkon mit ca. 9,13 m² (davon 1/4 gemäß WoFlV angerechnet). Hier genießen Sie Ruhe und finden Ihren wohlverdienten Abstand zum Alltag und können bestens entspannen.
Ein praktisches Kellerabteil, mit Strom und Licht, gehört zu der Wohnung.  Ein fester Kfz-Außenstellplatz mit Stromanschluss steht zur Verfügung. Es besteht ein Mitbenutzungsrecht hinsichtlich der gemeinschaftlichen Anlagen, wie z. B. Aufzug und Fahrradabstellraum.
Die Beheizung der Wohnung erfolgt über eine zentrale Heizungsanlage, welche mittels Fernwärme betrieben wird. Der Energiebedarfswert liegt bei 65 kWh/(m²*a). Der Energieausweis vom 04.11.2013 ist gültig bis 04.11.2023. Die WEG besteht aus ca. 24 Seniorenwohnungen, fünf Wohnappartements, ca. 65 Pflegeeinheiten und ca. 15 oberirdischen Kfz-Außenstellplätzen. Das Hausgeld beträgt derzeit monatlich ca. € 176,00 inkl. der Vorauszahlung für Heizung und Warmwasser. Wir weisen darauf hin, dass die Wohnung wenig genutzt wurde und sich die verbrauchsabhängigen Nebenkosten bei voller Nutzung erhöhen können.", Erdwärme , 1 ,, 100 MBit/s ," 57,99 m² ",, liegt vor , Etagenwohnung , sofort möglich , 
,,,,"Auf über 94 m² verteilen sich 4 Zimmer im Erdgeschoss eines modernen Wohn- und Geschäftshauses in sehr ruhiger und doch äußerst zentraler Lage von Planegg.

Die rückwärtig gelegene Wohnung besticht durch den individuellen Grundriss, die hervorragende Lage sowie dem wunderschönen Südgrundstück. 

Ein eigener Zugang führt in die Diele mit Gäste-WC und Garderobe. Von hier gelangt man durch eine Glastür zum Wohnzimmer mit offenem Küchenbereich, der mit einer modernen Einbauküche ausgestattet ist. Große Fensterelemente lassen den Übergang zwischen Wohnraum und Garten fließend erscheinen und vermitteln ein angenehmes Wohngefühl. Die ursprüngliche Planung sieht im Anschluss an das Wohnzimmer ein Esszimmer vor, welches in der jetzigen Nutzung durch ein maßgefertigtes Bücherregal als Schlafzimmer abgeteilt ist.

Der rückwärtige, private Bereich der Wohnung verfügt über einen Flur, von dem aus das Masterbad sowie zwei Schlafzimmer zu erreichen sind. Vom hinteren Schlafzimmer aus gelangt man in einen weiteren Raum, der individuell als Ankleide oder als Büro genutzt werden kann. 

Alle Wohn- und Schlafräume sind nach Süden ausgerichtet und bieten Zugang zum gepflegten und schön eingewachsenen Südgarten mit ca. 240m². Ein Apfelbaum spendet angenehmen Schatten und die große Terrasse lädt zu entspannten Stunden ein.

Neben der hervorragenden dennoch sehr ruhigen Lage inmitten des Ortszentrums von Planegg und der damit fußläufigen Erreichbarkeit von diversen Geschäften und Ärzten sowie der S-Bahn ist die schwellenfreie Bauweise hervorzuheben, die einen entsprechenden Zugang zur Wohnung und zur Tiefgarage, auch über einen Aufzug, ermöglicht.",,,,," 93,66 m² ",,, Erdgeschosswohnung , 2 Tiefgaragen-Stellplätze , 
,," 4 , 4 ",1972,Zum Kauf steht eine familiengeeignete 4-Zimmer-Wohnung in einer gepflegten Eigentumsanlage in Taufkirchen bei München, liegt vor , 1 ,, 100 MBit/s , 103 m² ,, Verbrauchsausweis , Etagenwohnung , frei , 
,," 3,5 , 3,5 ",2004,"Sehr geehrte Immobilieninteressentin,
sehr geehrter Immobilieninteressent,

die schöne 3 ½-Zimmer-Dachterrassen-Wohnung, Baujahr 2004, von der wir hier sprechen, liegt in Haar, genauer gesagt in der Blumenstraße. Sie gefällt uns selbst außerordentlich, und wir freuen uns schon, Sie Ihnen zeigen zu dürfen.
Überaus sympathisch und in gepflegter Erscheinung, so tritt Ihnen diese helle und individuell konzipierte Eigentumswohnung schon beim ersten Anblick entgegen. Ihre neue Immobilie mit ca. 83,6 m² Wohnfläche liegt in der obersten Etage eines dreistöckigen und gepflegten Hauses mit ca. 8 Wohneinheiten ohne Aufzug. 
Lassen Sie sich verwöhnen von dem durchdachten Grundriss mit einer Diele, einem Wohnzimmer, einem kleinen Zimmer (=halbes Zimmer), einer abgeschlossenen Küche, einem Schlafzimmer, einem Kinderzimmer, einem Bad und der großzügigen Dachterrasse. Sympathisch und sonnenbetont, spüren Sie auf Anhieb die hell anmutende Wohnraumgestaltung mit großartigen Entfaltungsmöglichkeiten. Als renditestarke Kapitalanlage und Vorsorge fürs Alter - hier finden Sie echte Wohlfühlräume.
Ein praktisches Kellerabteil gehört zu der hier angebotenen Wohnung. Es besteht ein Mitbenutzungsrecht hinsichtlich der gemeinschaftlichen Anlagen, wie z. B. der Trockenräume, des Fahrradraumes und des Müllhauses. 
Ein Tiefgarageneinzelstellplatz (KEIN Duplex) steht zur Verfügung. Die WEG besteht aus ca. 75 Wohneinheiten zuzüglich der Tiefgaragenstellplätze.
Die Wohnung wird vom Eigentümer selbst bewohnt und steht voraussichtlich ab Frühjahr 2020 zum Bezug frei.
Das Hausgeld für diese Immobilie beträgt derzeit monatlich ca. € 313,00 inkl. der Vorauszahlung für Heizung und Warmwasser. ", liegt vor , 1 ,, 50 MBit/s ," 83,6 m² ",, Verbrauchsausweis , Dachgeschoss , Frühjahr 2020 , 
,," 3 , 3 ",1996,"Die sehr gut geschnittene 3-Zimmer- Erdgeschosswohnung befindet sich in einem kleinen Mehrparteienhaus in direkter Nähe zum Kirchplatz in Oberhaching. 
Sie liegt in 2. Reihe zur Lanzenhaarerstr. und ist daher vom Verkehr sehr gut abgeschottet. 

Bei der Renovierung der Wohnung im Jahre 2009 wurde u.a. ein schöner Eichenparkett (geölt) verlegt, teilweise im Fischgrätmuster.

Das Hausgeld in Höhe von 354 € beinhaltet die umlagefähigen Kosten sowie die nicht umlagefähigen Kosten. Entnommen der Jahresabrechnung 2018.

Die Wohnung kann ab sofort  bezogen werden oder als Kapitalanlage für ca. 1440 € Miete p Monat kalt neu vermietet werden.", Zentralheizung , 1 ,, 100 MBit/s ," 106,7 m² ",, Gas , Erdgeschosswohnung , sofort , 
,," 1 Tiefgaragen-Stellplatz , 1 Tiefgaragen-Stellplatz ",1981,"Sehr gepflegte und gut geschnittene 2-Zimmer Wohnung im 2.OG einer sehr gepflegten Wohneinheit in absolut zentraler Lage von Unterschleißheim, Raiffeisenstraße !

Komfortable Raumaufteilung - schöne Wohnung - ideales Wohnumfeld !  

Die Wohnung verfügt über ein schönes Wohn- / Esszimmer mit Zugang zum großzügigen Balkon mit Blick in den Innenhof (Süd- / Westausrichtung), einer Küche inkl. Einbauten, sowie ein komfortables Schlafzimmer und einem Badezimmer mit Dusche. 
Der durchdachte Grundriss und die großen Fensterflächen sorgen für ein angenehmes Raumklima. 
Die Wohnung ist seit 2015 zu einem Kaltmietpreis in Höhe von 630,-- €, sehr zuverlässig vermietet

Außerdem verfügt das Objekt über einen Abstellkeller, sowie einen Tiefgaragen-Einzelstellplatz.

Die genaue Raumaufteilung können Sie den beigefügten Grundrissplan sehr gut entnehmen.", Fernwärme ,,, 100 MBit/s , 52 m² ,, liegt vor , Etagenwohnung , 2 , 
,," 2 , 2 ",,"Es handelt sich um eine 3,5 Zimmer – Wohnung im Erdgeschoss rechts.

Die Wohnung verfügt über 2 Bäder, 3 Balkone, Küche mit großem Essplatz, 2 Schlafzimmer, 1 Wohnzimmer sowie einen Abstellraum/Ankleide.

Zu dieser Wohnung gehören noch 2 Kellerabteile.

EG
Ca. 104 m² Wohnfläche
3,5 Zimmer

Baujahr Gebäude 1976, Außen Fassade wurde 2015 modernisiert
Heizungsart Fernwärme
Energieausweis liegt vor 
Energieausweistyp Verbrauchsausweis (EVA) 
Endenergiebedarf 106,1 kWh/(m²*a) 
Energieeffizienzklasse D


Eine Besichtigung des Objekts ist nach Absprache möglich.

Alle Angaben ohne Gewähr.",,,,, 104 m² ,,, Sonstige , 2 , 
,," 5 , 5 ",,"Hotspot Grünwald. 
Ruhig, naturnah und in bester Nachbarschaft gelegen, wohnen Sie hier in einem Zweifamilienhaus im Herzen von Grünwald. 

Ein repräsentativer Eingangsbereich mit Windfang und Garderobenmöglichkeit verschafft Ihnen über eine schöne Holztreppe den Zugang in eine wunderbare Wohnlandschaft. Hier erwartet Sie absoluter Komfort auf drei Ebenen mit insgesamt ca. 240m² Wohnfläche. 

Ein heller Wohn- und Essbereich mit offener, luxuriöser Einbauküche samt Elektrogeräten steht Ihnen im 1. Obergeschoss zur Verfügung. Weiter finden Sie hier den Masterbereich mit Schlaf- und Ankleidezimmer, ein tolles Duschbad und ein Gäste-WC. 

Im Dachgeschoss erwartet Sie ein offener Galeriebereich. Zwei weitere Zimmer mit einer Fläche von ca. 21 und ca. 25m² begrüßen Sie mit einem stimmungsvollen Raumgefühl. Die bodentiefen Fensterflächen sorgen für helle Räume in der gesamten Wohnung.
Insgesamt lässt die großzügige Grundrissgestaltung Raum und Ideen für vielfältige Individualisierungs-Möglichkeiten. 

Der Ausbaustandard mit Echtholzböden, großzügigen Fensterfronten, modernster technischer Ausstattung und exklusiven Ausstattungsdetails sind nur wenige der vielen Vorzüge, die diese Wohnung zu bieten hat. 

Es ist eine Einzelgarage mit Vorstellplatz vorhanden, welche nicht im Kaufpreis enthalten ist und für 30.000,00 EUR zzgl. erworben werden kann. Zusätzlich steht Ihnen ein Abstellraum im Untergeschoss sowie eine weitere Abstellfläche in der Garage und ein Gartenhäuschen zur Verfügung.

Energiedaten: Verbrauch: 66,00 kWh, Baujahr Anlagentechnik 2017, 
Energieeffizienzklasse B",, 2 ,,, 240 m² ,,, Maisonette , nach Vereinbarung , 
,," 4 , 4 ",1980,"Diese sonnige, vielseitige 3-4 Zimmerwohnung, liegt in bester Lage von Gräfelfing, zentral und dennoch absolut ruhig, Südwestseite mit unverbaubarem Blick ins Grüne.

Die ehemalige Praxis kann durch den variablen Grundriss, Wasseranschluss in jedem Raum, nichttragende Zwischenwände, viele Fenster, problemlos zu einer außergewöhnlichen Wohnung umgestaltet werden.

Die Teilungserklärung erlaubt sowohl eine gewerbliche als auch eine Nutzung zu Wohnzwecken.
Die Praxis/Wohnung befindet sich auf der straßenabgewandten Seite,  Aufzug, im 1. OG, eines gemischten Wohnhauses (Wohnungen und Praxen) mit insgesamt 18 Einheiten aus dem Jahr 1980 im Herzen von Gräfelfing, unweit der S-Bahnhaltestelle.

Die Praxis wurde 1999 vollständig kernsaniert, inklusive aller elektrischen Leitungen, Wasserversorgung, Estrich, Wände.
2016 erfolgte die letzte Renovierung und Bau der Terrasse.
Es besteht kein Sanierungsrückstand

Für weitere Einzelheiten bieten wir Ihnen gerne ein persönliches Gespräch an.

Bei der Terrassenfläche handelt es sich um Gemeinschaftseigentum. Die anderen Eigentümer verzichten derzeit jedoch auf die Nutzung.", liegt vor ,,, 100 MBit/s , 93 m² ,, Bedarfsausweis , Etagenwohnung , ab sofort , 
,," Kein Bezug möglich , Kein Bezug möglich ",1972,"Diese großzügige, absolut ruhige und nach Süden ausgerichtete Etagenwohnung befindet sich in einer gepflegten Wohnanlage in Taufkirchen und wurde im Jahr 1972 erbaut. Die Eigentumswohnung liegt im 2. Obergeschoss und ist bequem mit dem Aufzug erreichbar. Hinter der Wohnungstür empfängt Sie der Flur mit ausreichend Platz für einen praktischen Garderobenschrank. Von hier gelangen Sie in alle weiteren Räume. Der gesamte Wohnbereich erstreckt sich auf insgesamt ca. 102 m² Wohnfläche. Diese verteilen sich auf zwei Schlafzimmer, ein Badezimmer mit Wanne, ein separates WC und eine Küche. Highlight der Wohnung ist der große Wohn-/Essbereich mit Zugang zur weitläufigen Süd-Loggia u. Ost-Loggia mit herrlichem Blick in die parkähnlich angelegten Außenanlagen. Große Fensterfronten sorgen für eine helle und freundliche Wohnatmosphäre. Die Süd-Loggia ist ebenfalls vom Schlafzimmer begehbar. Die Wohnung wird aktuell als 3-Zi.-Whg. genutzt, da das vierte Zimmer zum Wohnbereich geöffnet wurde. Ohne größeren  Aufwand kann die Wohnung wieder in eine 4-Zi.-Whg. umgewandelt werden. Zur Wohnung gehören außerdem ein Kfz-Einzelstellplatz (kein Duplex) in der Tiefgarage und ein separates Kellerabteil. Überzeugen Sie sich von diesem attraktiven Objekt bei einer Besichtigung!", Verbrauchsausweis , 2 ,, 100 MBit/s ," 101,62 m² ",," 142,7 kWh/(m²*a) ", Etagenwohnung , 5 m² , 
